emp_no,dept_no,dept_name,title,birth_date,first_name,last_name,hire_date,from_date,to_date
55622,d004,Production,Senior Engineer,1952-06-20,Peer,Ranta,1986-01-17,1993-01-17,9999-01-01
55632,d004,Production,Assistant Engineer,1953-08-17,Byong,Ravishankar,1987-04-26,1996-04-23,9999-01-01
55637,d004,Production,Senior Engineer,1954-10-09,Szabolcs,Erde,1985-07-09,2002-01-23,9999-01-01
55639,d004,Production,Senior Engineer,1954-11-03,Gaetan,Bridgland,1986-10-11,1994-10-11,9999-01-01
55655,d005,Development,Senior Engineer,1953-03-05,Pranav,Tzvieli,1987-10-03,1994-10-02,9999-01-01
55665,d004,Production,Senior Engineer,1955-05-07,Mantis,Maginnis,1985-09-07,1985-09-07,9999-01-01
55669,d004,Production,Senior Engineer,1953-08-24,Shounak,Saoudi,1985-03-03,1990-03-03,9999-01-01
55702,d003,Human Resources,Senior Staff,1952-03-30,Gianluca,Kopetz,1986-09-21,1986-09-21,9999-01-01
55707,d004,Production,Senior Engineer,1954-02-21,Vugranam,Stiles,1988-12-27,1997-12-27,9999-01-01
55711,d004,Production,Senior Engineer,1953-01-27,Uzi,Mamelak,1985-02-16,1992-02-17,9999-01-01
55713,d004,Production,Senior Engineer,1954-09-20,Arie,Serdy,1987-12-26,1997-03-11,9999-01-01
55715,d004,Production,Senior Engineer,1953-01-08,Heon,Silva,1987-09-15,1992-09-14,9999-01-01
55718,d007,Sales,Senior Staff,1952-11-07,Jeane,McAffer,1988-09-23,1991-02-14,9999-01-01
55726,d001,Marketing,Senior Staff,1952-02-11,Vitali,Krohm,1986-07-21,2001-11-30,9999-01-01
55727,d001,Marketing,Senior Staff,1954-10-08,Dmitri,Hiyoshi,1986-07-18,1991-07-18,9999-01-01
55728,d003,Human Resources,Senior Staff,1955-08-08,Zito,Remmers,1988-08-20,1988-08-20,9999-01-01
55729,d004,Production,Senior Engineer,1952-06-28,Carrsten,Vesna,1988-09-13,1995-09-14,9999-01-01
55756,d009,Customer Service,Senior Staff,1952-05-01,Alair,Warwick,1986-09-14,1995-09-14,9999-01-01
55765,d004,Production,Senior Engineer,1952-08-19,Kotesh,Noriega,1986-05-29,1986-05-29,9999-01-01
55768,d001,Marketing,Senior Staff,1954-07-25,Shahid,Chandrasekhar,1987-08-18,1997-01-26,9999-01-01
55774,d002,Finance,Staff,1955-01-14,Pramod,Pettey,1986-09-22,1997-05-18,9999-01-01
55777,d006,Quality Management,Senior Engineer,1952-03-11,Prodip,Chorvat,1987-09-11,2001-09-09,9999-01-01
55784,d001,Marketing,Senior Staff,1953-06-22,Lijia,Luby,1987-09-06,1995-09-06,9999-01-01
55798,d001,Marketing,Senior Staff,1952-05-29,Pasqua,Knightly,1987-05-24,1992-05-23,9999-01-01
55843,d004,Production,Senior Staff,1955-03-18,Hailing,Leivant,1988-06-25,2001-09-12,9999-01-01
55848,d001,Marketing,Senior Staff,1954-08-25,Anneli,Ozeri,1988-01-02,1993-01-01,9999-01-01
55851,d004,Production,Senior Engineer,1954-08-29,Guadalupe,Velardi,1985-03-01,1994-03-01,9999-01-01
55861,d004,Production,Assistant Engineer,1952-02-10,Alois,Delgrande,1987-01-31,1999-10-07,9999-01-01
55894,d006,Quality Management,Senior Engineer,1953-07-19,Atreye,Schaft,1986-03-13,1996-12-11,9999-01-01
55897,d004,Production,Senior Engineer,1952-04-07,Jiafu,Karnin,1986-09-01,1993-09-01,9999-01-01
55907,d007,Sales,Senior Staff,1953-04-10,Ghassan,Herbst,1987-06-29,1994-07-16,9999-01-01
55914,d004,Production,Senior Engineer,1954-07-19,Lobel,Thibadeau,1987-05-07,1997-05-06,9999-01-01
55919,d006,Quality Management,Senior Engineer,1952-12-16,Chiranjit,Nergos,1986-02-12,1991-02-12,9999-01-01
55929,d001,Marketing,Senior Staff,1953-02-14,Moni,Marakhovsky,1986-06-09,1988-05-28,9999-01-01
55933,d007,Sales,Senior Staff,1955-07-29,Kristin,Kirkerud,1988-09-11,1997-05-20,9999-01-01
55935,d005,Development,Senior Engineer,1953-11-09,Theirry,Skafidas,1986-05-22,2001-06-22,9999-01-01
55946,d008,Research,Senior Engineer,1952-02-17,Shan,Wossner,1988-12-22,1997-12-22,9999-01-01
55979,d005,Development,Engineer,1953-04-03,Guangming,VanScheik,1987-12-09,1996-10-31,9999-01-01
55982,d004,Production,Senior Staff,1953-12-27,Marco,Conde,1987-06-09,1992-06-08,9999-01-01
56010,d004,Production,Senior Engineer,1953-12-25,Noritoshi,Nyanchama,1985-12-22,1994-06-30,9999-01-01
56020,d005,Development,Senior Engineer,1955-05-15,Alagu,Byoun,1985-09-05,1993-09-05,9999-01-01
56026,d005,Development,Senior Engineer,1952-07-09,Martine,Farris,1988-03-23,1997-04-05,9999-01-01
56034,d005,Development,Engineer,1955-05-13,Hinrich,Jayawardene,1986-09-22,1997-09-26,9999-01-01
56035,d001,Marketing,Senior Staff,1955-07-21,Avishai,Kaiser,1987-01-06,1987-05-09,9999-01-01
56038,d009,Customer Service,Senior Staff,1952-07-12,Herbert,Murthy,1987-08-16,2001-08-17,9999-01-01
56049,d009,Customer Service,Senior Staff,1952-07-15,Felicidad,Waymire,1988-01-15,1994-03-21,9999-01-01
56050,d007,Sales,Staff,1953-05-15,Jaroslava,Uhrik,1988-09-30,1994-11-07,9999-01-01
56058,d007,Sales,Senior Staff,1952-03-07,Christoper,Schapire,1986-08-21,1986-08-21,9999-01-01
56090,d004,Production,Senior Engineer,1954-10-15,Teunis,Serot,1986-01-16,2000-07-23,9999-01-01
56106,d007,Sales,Senior Staff,1952-03-03,Saeko,Chiola,1986-08-07,1994-08-07,9999-01-01
56110,d005,Development,Senior Engineer,1953-06-13,Jouni,Reeken,1988-08-16,2001-10-01,9999-01-01
56125,d005,Development,Engineer,1954-09-12,Heon,Thombley,1988-10-16,1998-03-15,9999-01-01
56136,d007,Sales,Senior Staff,1953-09-25,Ramya,Buchter,1985-05-12,2000-04-02,9999-01-01
56142,d009,Customer Service,Senior Staff,1953-03-04,Shuho,Rothe,1987-08-30,1997-01-07,9999-01-01
56143,d007,Sales,Senior Staff,1953-02-21,Sakthirel,Bondorf,1986-10-06,1992-10-05,9999-01-01
56157,d008,Research,Senior Staff,1954-10-26,Sajjad,Cannane,1988-10-22,1995-10-23,9999-01-01
56159,d005,Development,Assistant Engineer,1955-02-28,Zengping,Shumilov,1985-02-27,1994-03-22,9999-01-01
56163,d004,Production,Senior Engineer,1955-09-29,Huiqun,Thisen,1985-02-12,2001-02-12,9999-01-01
56169,d004,Production,Senior Engineer,1952-10-15,Jeanne,Zlotek,1986-09-03,1997-01-28,9999-01-01
56177,d005,Development,Senior Engineer,1955-04-15,Yucel,Colorni,1985-11-28,1990-11-28,9999-01-01
56187,d008,Research,Senior Engineer,1954-02-19,Youpyo,Lienhardt,1987-12-27,2001-12-27,9999-01-01
56195,d005,Development,Senior Engineer,1955-04-13,Pascal,Hashii,1988-05-10,1995-05-11,9999-01-01
56217,d002,Finance,Senior Staff,1955-12-03,Gao,Zizka,1986-10-24,1999-05-09,9999-01-01
56219,d004,Production,Engineer,1955-07-02,Tonny,Michaeli,1986-04-27,1999-02-20,9999-01-01
56227,d007,Sales,Senior Staff,1954-08-15,Shen,Makrucki,1987-03-01,2002-07-31,9999-01-01
56229,d004,Production,Assistant Engineer,1953-09-10,Pascal,Marakhovsky,1987-09-20,1995-01-02,9999-01-01
56235,d005,Development,Senior Engineer,1953-02-01,Subir,Vanwelkenhuysen,1988-04-05,1997-08-01,9999-01-01
56239,d004,Production,Senior Engineer,1952-10-08,Sariel,Zultner,1988-01-26,1994-01-25,9999-01-01
56262,d008,Research,Senior Staff,1952-02-29,Dharmaraja,Androutsos,1988-12-23,1990-07-15,9999-01-01
56272,d009,Customer Service,Engineer,1954-04-12,Tremaine,Furudate,1987-11-27,2000-01-12,9999-01-01
56281,d003,Human Resources,Senior Staff,1954-05-14,Sanjoy,Brizzi,1986-01-16,1993-01-16,9999-01-01
56298,d005,Development,Senior Engineer,1954-12-16,Gro,Peir,1986-11-05,1995-11-05,9999-01-01
56300,d005,Development,Senior Engineer,1955-07-19,Serge,Zobel,1985-06-06,1994-10-17,9999-01-01
56306,d005,Development,Senior Engineer,1955-01-25,Mack,Lindqvist,1988-07-20,1997-07-20,9999-01-01
56312,d005,Development,Senior Engineer,1955-08-15,Jaber,Baek,1986-03-27,2000-09-22,9999-01-01
56314,d007,Sales,Senior Staff,1953-02-10,Bowen,Morrey,1986-09-07,1986-09-07,9999-01-01
56325,d009,Customer Service,Senior Engineer,1955-06-20,Subir,Gniady,1985-12-02,1985-12-02,9999-01-01
56326,d004,Production,Engineer,1953-10-27,Mantis,Juneja,1985-12-02,1999-07-09,9999-01-01
56327,d004,Production,Senior Engineer,1954-12-26,Holgard,Karunanithi,1987-03-03,1993-03-02,9999-01-01
56329,d005,Development,Senior Engineer,1953-06-09,Zhenhua,Naumovich,1987-02-22,1987-02-22,9999-01-01
56336,d002,Finance,Senior Staff,1953-03-07,Fai,Sgarro,1987-08-22,1992-08-21,9999-01-01
56350,d009,Customer Service,Senior Staff,1954-11-05,Boguslaw,Ariola,1985-12-04,1993-12-04,9999-01-01
56364,d002,Finance,Senior Staff,1952-08-27,Zdislav,Bakhtari,1985-10-31,1990-09-27,9999-01-01
56368,d006,Quality Management,Senior Engineer,1955-05-05,Doowon,Angel,1988-06-07,1994-06-07,9999-01-01
56380,d005,Development,Senior Engineer,1952-12-07,Shuzo,Atchley,1988-09-20,1990-05-26,9999-01-01
56382,d007,Sales,Staff,1952-05-06,Valery,Bardell,1985-12-13,1994-12-28,9999-01-01
56389,d005,Development,Senior Engineer,1952-04-01,Ronghao,Ghandeharizadeh,1985-10-15,2001-08-05,9999-01-01
56400,d005,Development,Senior Engineer,1955-12-16,Froduald,Munke,1985-09-29,1997-06-01,9999-01-01
56406,d007,Sales,Staff,1954-01-15,Sachem,Schusler,1986-05-08,1998-10-23,9999-01-01
56430,d007,Sales,Senior Staff,1955-09-03,Tesuya,Klassen,1985-11-08,1985-11-08,9999-01-01
56439,d005,Development,Senior Engineer,1952-11-18,Sangeeta,Henders,1987-03-18,1987-03-18,9999-01-01
56445,d005,Development,Senior Engineer,1952-12-20,Chikara,Liesche,1987-01-31,1987-01-31,9999-01-01
56448,d005,Development,Senior Engineer,1952-11-13,Kayoko,Covnot,1988-11-06,1994-11-06,9999-01-01
56455,d001,Marketing,Senior Staff,1954-08-25,Khaled,Juneja,1987-11-07,1998-02-02,9999-01-01
56463,d005,Development,Technique Leader,1954-01-28,Maja,Staudhammer,1985-08-05,1997-06-03,9999-01-01
56468,d005,Development,Senior Engineer,1955-02-22,Zsolt,Haldar,1985-12-30,1992-12-30,9999-01-01
56476,d005,Development,Senior Engineer,1955-08-31,Danae,Chiola,1987-03-22,2002-02-19,9999-01-01
56488,d007,Sales,Senior Staff,1955-05-25,Tze,Cherinka,1985-09-28,1996-03-29,9999-01-01
56502,d005,Development,Senior Engineer,1953-01-29,Dipayan,Ulupinar,1987-08-28,2001-08-28,9999-01-01
56510,d006,Quality Management,Senior Engineer,1955-04-12,Radhakrishnan,Brattka,1985-09-01,1994-09-01,9999-01-01
56519,d005,Development,Senior Engineer,1955-07-09,Magdalena,Taubenfeld,1988-08-24,1995-08-25,9999-01-01
56528,d004,Production,Senior Engineer,1954-07-15,Uinam,Heijenga,1985-07-20,1991-07-20,9999-01-01
56531,d004,Production,Senior Engineer,1955-12-28,Quingbo,Renear,1985-05-06,1990-05-06,9999-01-01
56543,d005,Development,Technique Leader,1952-07-12,Chrisa,Hanabata,1987-10-10,1987-10-10,9999-01-01
56551,d009,Customer Service,Senior Staff,1955-11-15,Rimon,Gini,1986-08-30,2001-12-19,9999-01-01
56558,d003,Human Resources,Senior Staff,1955-07-24,Satyanarayana,Ghazalie,1988-08-01,1988-08-01,9999-01-01
56562,d002,Finance,Senior Staff,1955-02-16,Fuqing,Hennings,1987-09-08,2000-01-18,9999-01-01
56565,d004,Production,Senior Engineer,1954-04-27,Odinaldo,Hiltgen,1987-06-02,1996-06-01,9999-01-01
56575,d004,Production,Engineer,1953-10-14,Berry,Simkin,1987-05-16,1994-08-03,9999-01-01
56581,d007,Sales,Senior Staff,1955-09-14,Zhenbing,Cappello,1985-05-16,1994-05-16,9999-01-01
56588,d008,Research,Staff,1954-02-15,Denny,Karcich,1985-05-12,1997-12-14,9999-01-01
56589,d007,Sales,Senior Staff,1952-08-27,Martial,Goldhammer,1985-11-23,1989-04-26,9999-01-01
56601,d006,Quality Management,Senior Engineer,1952-03-05,Feixiong,Mattern,1985-06-15,1991-06-15,9999-01-01
56608,d007,Sales,Senior Staff,1953-10-13,Denny,Trachtenberg,1985-07-16,1985-07-16,9999-01-01
56611,d005,Development,Senior Engineer,1954-09-16,Lalit,Zhang,1987-06-07,1994-06-07,9999-01-01
56628,d004,Production,Technique Leader,1955-10-21,Mark,Esposito,1986-06-28,1998-04-25,9999-01-01
56638,d004,Production,Technique Leader,1952-08-08,Ortrud,Bach,1988-02-09,1991-06-25,9999-01-01
56643,d003,Human Resources,Senior Staff,1952-03-17,Jayson,Ghazalie,1987-03-01,1994-03-01,9999-01-01
56659,d004,Production,Assistant Engineer,1955-07-31,Takahiro,Lanteri,1987-08-10,1997-10-10,9999-01-01
56663,d004,Production,Senior Engineer,1952-11-17,Eben,Takanami,1986-10-05,1993-10-05,9999-01-01
56678,d007,Sales,Senior Staff,1954-06-18,Murthy,McAffer,1987-03-01,1993-02-28,9999-01-01
56684,d006,Quality Management,Senior Engineer,1955-05-14,Qiwen,Yoshizawa,1986-02-19,2000-11-05,9999-01-01
56692,d004,Production,Senior Engineer,1955-05-24,Theirry,Serre,1988-06-17,1999-08-02,9999-01-01
56693,d007,Sales,Senior Staff,1954-07-18,Vesna,Halloran,1988-06-15,1997-04-19,9999-01-01
56694,d005,Development,Technique Leader,1954-10-26,Aram,Godskesen,1987-05-04,1990-09-11,9999-01-01
56701,d007,Sales,Senior Staff,1952-10-21,KayLiang,Kobuchi,1985-03-20,1991-03-20,9999-01-01
56702,d006,Quality Management,Engineer,1953-01-04,Jinpo,Plessier,1988-07-01,1997-04-26,9999-01-01
56706,d001,Marketing,Senior Staff,1955-02-25,Zita,Rodier,1988-08-30,1997-08-30,9999-01-01
56715,d005,Development,Senior Engineer,1955-12-02,Rasiah,Gurbaxani,1985-06-02,1992-06-02,9999-01-01
56726,d007,Sales,Senior Staff,1955-03-25,Chuanti,Schmiedel,1987-11-29,2001-05-13,9999-01-01
56732,d008,Research,Senior Staff,1955-02-14,Uma,Sudkamp,1987-12-24,1995-12-24,9999-01-01
56733,d003,Human Resources,Senior Staff,1952-08-09,Qiwen,Siepmann,1987-12-25,1995-12-25,9999-01-01
56740,d005,Development,Senior Engineer,1954-07-30,Sashi,Vuskovic,1986-06-26,1998-07-27,9999-01-01
56744,d004,Production,Senior Engineer,1954-12-03,Yongqiao,Schwaller,1987-05-06,1996-05-05,9999-01-01
56745,d004,Production,Technique Leader,1953-05-26,Shai,Pulkowski,1987-10-25,1993-02-13,9999-01-01
56759,d003,Human Resources,Staff,1952-03-26,Fen,Gyimothy,1986-09-18,1997-02-11,9999-01-01
56763,d007,Sales,Senior Staff,1953-06-14,Mahendra,Cangellaris,1987-08-19,1996-09-22,9999-01-01
56767,d001,Marketing,Senior Staff,1952-06-27,Mark,Trelles,1988-05-06,1996-08-12,9999-01-01
56790,d004,Production,Technique Leader,1954-06-07,Mayuko,Walston,1988-07-29,1991-10-13,9999-01-01
56804,d005,Development,Senior Engineer,1954-06-15,Arra,Heinisuo,1986-12-09,1991-12-09,9999-01-01
56808,d003,Human Resources,Senior Staff,1952-04-30,Yuriy,Anick,1985-07-23,2002-07-08,9999-01-01
56809,d005,Development,Senior Engineer,1952-07-10,Dinkar,Ranon,1987-04-15,1995-05-10,9999-01-01
56818,d004,Production,Engineer,1953-09-15,Venkatesan,Imataki,1987-12-02,1997-06-10,9999-01-01
56826,d004,Production,Engineer,1953-07-04,Marsha,Ghandeharizadeh,1988-08-16,1994-09-22,9999-01-01
56831,d005,Development,Senior Engineer,1953-12-27,Zvonko,Baaz,1987-06-14,1997-10-17,9999-01-01
56844,d004,Production,Engineer,1955-08-15,Kiyotoshi,Malabarba,1986-07-20,1999-11-05,9999-01-01
56862,d007,Sales,Senior Staff,1954-03-17,Ymte,Thimonier,1985-04-02,1993-04-02,9999-01-01
56873,d009,Customer Service,Technique Leader,1954-10-06,Jaber,Delgrande,1985-12-08,1985-12-08,9999-01-01
56879,d008,Research,Senior Staff,1953-09-20,Arne,Junet,1988-11-04,1996-11-04,9999-01-01
56883,d008,Research,Senior Staff,1954-06-05,Honglan,Busillo,1987-12-03,1987-12-03,9999-01-01
56887,d007,Sales,Senior Staff,1952-07-13,Fabrizio,Itschner,1988-12-04,1998-06-26,9999-01-01
56893,d004,Production,Senior Engineer,1953-02-12,Jixiang,Bhattacharjee,1988-08-09,1993-05-09,9999-01-01
56899,d008,Research,Senior Staff,1952-11-13,Shiv,Steinauer,1988-04-17,1996-04-17,9999-01-01
56905,d007,Sales,Senior Staff,1954-04-09,Insup,Genin,1988-04-04,1997-04-03,9999-01-01
56923,d009,Customer Service,Senior Staff,1955-08-04,Djelloul,Zuberek,1985-12-23,1993-12-23,9999-01-01
56925,d007,Sales,Senior Staff,1953-01-28,Sverrir,Kilgore,1988-01-06,1993-01-05,9999-01-01
56936,d005,Development,Senior Engineer,1953-07-09,Bernice,Wendorf,1988-10-23,1997-10-23,9999-01-01
56938,d001,Marketing,Senior Staff,1952-12-21,Thodoros,Flowers,1985-12-10,1993-12-10,9999-01-01
56950,d007,Sales,Staff,1954-01-16,Saeed,Edelhoff,1985-10-18,1994-11-20,9999-01-01
56952,d005,Development,Senior Engineer,1953-02-09,Itzchak,Leppanen,1988-10-14,1997-10-14,9999-01-01
56954,d009,Customer Service,Senior Staff,1954-03-29,Reuven,Peir,1987-03-25,2000-02-20,9999-01-01
56961,d009,Customer Service,Staff,1953-09-17,Guoxiang,Peyn,1985-06-01,1997-05-07,9999-01-01
56984,d004,Production,Senior Engineer,1953-01-08,Guiseppe,Erni,1986-11-27,1992-11-26,9999-01-01
56985,d001,Marketing,Senior Staff,1952-04-05,Pranav,Bolotov,1985-11-02,1991-11-02,9999-01-01
57000,d007,Sales,Senior Staff,1952-06-09,Toshiko,Lortz,1986-02-24,1996-08-10,9999-01-01
57004,d004,Production,Engineer,1952-06-20,Guther,Peris,1986-08-31,1999-11-24,9999-01-01
57006,d004,Production,Senior Engineer,1954-01-25,Dung,Middleton,1986-11-09,1998-07-10,9999-01-01
57022,d005,Development,Senior Engineer,1955-10-22,Michaela,Keustermans,1988-02-23,2000-01-23,9999-01-01
57026,d005,Development,Technique Leader,1955-06-28,Tuval,Gyimothy,1987-11-30,1987-11-30,9999-01-01
57040,d007,Sales,Senior Staff,1955-10-21,Arup,Lagarias,1985-06-17,1992-04-23,9999-01-01
57043,d005,Development,Senior Engineer,1955-03-29,Jaber,Falco,1988-06-24,1997-06-24,9999-01-01
57048,d009,Customer Service,Senior Staff,1955-01-03,Sanjay,Suomi,1986-03-15,1993-03-15,9999-01-01
57064,d005,Development,Senior Engineer,1954-12-07,Arco,Serov,1985-07-10,1990-11-26,9999-01-01
57068,d004,Production,Senior Engineer,1954-04-09,Mari,Rabehasaina,1985-11-30,1999-12-08,9999-01-01
57071,d004,Production,Senior Engineer,1952-02-24,Wilmer,Stenning,1986-07-21,1999-10-01,9999-01-01
57075,d009,Customer Service,Senior Staff,1954-02-21,Alexius,Duclos,1986-06-12,1999-08-19,9999-01-01
57078,d004,Production,Senior Engineer,1955-04-04,Itzchak,Polupanov,1988-05-14,1997-05-14,9999-01-01
57079,d005,Development,Senior Engineer,1953-04-14,Shay,Rassart,1985-08-23,1994-08-23,9999-01-01
57110,d007,Sales,Senior Staff,1952-02-15,Gou,Stellhorn,1985-05-24,1992-05-24,9999-01-01
57111,d005,Development,Senior Engineer,1954-01-17,Armond,Suermann,1987-09-30,1991-12-30,9999-01-01
57115,d005,Development,Engineer,1952-12-02,Nirmal,Zobel,1988-08-27,1999-01-17,9999-01-01
57118,d005,Development,Engineer,1952-05-26,Xinan,Champarnaud,1988-04-22,1998-07-29,9999-01-01
57119,d003,Human Resources,Senior Staff,1953-10-26,Aleksandar,Bondorf,1987-08-12,1989-01-20,9999-01-01
57123,d005,Development,Engineer,1953-06-14,Fatemeh,Zedlitz,1988-02-11,1999-04-25,9999-01-01
57153,d002,Finance,Senior Staff,1952-07-13,Rosine,Azumi,1986-06-16,2001-10-30,9999-01-01
57169,d003,Human Resources,Senior Staff,1955-01-03,Kiam,Schiper,1987-04-16,1992-04-15,9999-01-01
57176,d004,Production,Senior Engineer,1952-12-24,Pranav,Stenning,1986-10-03,1986-10-03,9999-01-01
57178,d007,Sales,Senior Staff,1954-02-13,Oldrich,Rousseau,1988-02-28,2001-05-19,9999-01-01
57188,d008,Research,Senior Staff,1953-05-08,Taiji,Juneja,1988-03-19,1995-06-21,9999-01-01
57210,d001,Marketing,Senior Staff,1953-05-15,Odinaldo,Veccia,1988-02-13,1996-02-13,9999-01-01
57211,d005,Development,Senior Engineer,1953-07-09,Uta,Undy,1985-03-01,1990-03-01,9999-01-01
57217,d005,Development,Engineer,1954-07-01,Freyja,Sommer,1986-02-19,1996-05-21,9999-01-01
57223,d005,Development,Engineer,1954-06-10,Danel,Copas,1985-04-23,2001-04-14,9999-01-01
57234,d001,Marketing,Senior Staff,1952-07-18,Junsik,Veldwijk,1985-10-08,1993-10-08,9999-01-01
57242,d005,Development,Senior Staff,1955-02-16,Tetsushi,Lowrie,1987-12-15,1996-12-14,9999-01-01
57246,d001,Marketing,Senior Staff,1954-10-09,Uinam,Bamford,1987-05-13,1998-03-05,9999-01-01
57261,d004,Production,Senior Engineer,1955-12-12,Xinan,Usdin,1987-02-04,1996-05-22,9999-01-01
57262,d007,Sales,Senior Staff,1954-06-03,Steve,Yavatkar,1988-01-31,1995-01-31,9999-01-01
57269,d003,Human Resources,Senior Staff,1953-01-06,Tesuro,Berztiss,1985-06-28,1993-06-28,9999-01-01
57294,d008,Research,Staff,1954-12-23,Sariel,Engelmann,1985-12-27,2000-01-04,9999-01-01
57297,d001,Marketing,Senior Staff,1953-10-19,Tamiya,Benaini,1985-02-24,1994-02-24,9999-01-01
57312,d004,Production,Engineer,1954-10-12,Muzhong,Preusig,1988-10-04,1996-11-22,9999-01-01
57314,d004,Production,Senior Engineer,1955-04-10,Ymte,Zyda,1988-10-28,1994-04-08,9999-01-01
57331,d006,Quality Management,Senior Engineer,1955-03-20,Visit,Passino,1986-10-22,1998-04-10,9999-01-01
57335,d001,Marketing,Senior Staff,1955-03-27,Francoise,Casperson,1987-01-21,1996-01-21,9999-01-01
57337,d004,Production,Senior Engineer,1954-07-17,Vasiliy,Rabehasaina,1986-02-20,1998-05-06,9999-01-01
57338,d007,Sales,Senior Staff,1952-09-11,Mostafa,Rouquie,1987-11-13,1998-11-23,9999-01-01
57342,d004,Production,Technique Leader,1953-03-07,Arnd,Krychniak,1988-05-24,1994-05-07,9999-01-01
57350,d004,Production,Senior Engineer,1953-04-23,Aluzio,Georgakopoulos,1986-03-25,1995-03-25,9999-01-01
57355,d006,Quality Management,Engineer,1955-01-17,Shahar,Condotta,1987-03-28,1998-02-18,9999-01-01
57373,d007,Sales,Senior Staff,1954-09-03,Mabry,Zhiwei,1985-10-27,1990-04-29,9999-01-01
57377,d005,Development,Engineer,1954-10-01,Adel,Slobodova,1988-09-25,1995-08-15,9999-01-01
57380,d005,Development,Senior Engineer,1952-11-04,Bodh,Verhoeff,1987-02-19,1987-02-19,9999-01-01
57384,d004,Production,Engineer,1954-07-16,Chirstian,Birch,1988-02-01,1995-02-05,9999-01-01
57397,d002,Finance,Senior Staff,1953-09-11,Xiaocheng,Hmelo,1988-07-01,1999-02-05,9999-01-01
57426,d005,Development,Technique Leader,1954-05-22,Yannik,Lorch,1987-02-11,1987-02-11,9999-01-01
57442,d005,Development,Senior Engineer,1953-08-12,Arvin,Klassen,1988-05-14,1992-11-15,9999-01-01
57450,d007,Sales,Senior Staff,1955-04-24,Shridhar,Lagarias,1987-08-17,1992-08-16,9999-01-01
57464,d009,Customer Service,Senior Engineer,1953-05-01,Weidon,Benveniste,1985-02-16,1986-04-23,9999-01-01
57472,d004,Production,Technique Leader,1952-11-30,Stepehn,Willoner,1985-12-26,1999-04-07,9999-01-01
57475,d003,Human Resources,Senior Staff,1955-01-13,Parviz,Takanami,1986-03-06,1992-03-05,9999-01-01
57476,d007,Sales,Senior Staff,1953-07-05,Badri,Staudhammer,1988-09-30,1994-09-30,9999-01-01
57485,d009,Customer Service,Senior Staff,1952-02-13,Georgy,Ligten,1987-07-26,1995-07-26,9999-01-01
57487,d003,Human Resources,Senior Staff,1953-06-14,Yefim,Majewski,1987-10-12,1996-10-11,9999-01-01
57489,d005,Development,Senior Engineer,1953-07-30,Jaihie,Benaini,1985-06-18,1991-06-18,9999-01-01
57492,d007,Sales,Senior Staff,1954-05-06,Parto,Miyakawa,1987-04-24,1992-04-23,9999-01-01
57508,d007,Sales,Senior Staff,1953-09-28,Muneo,Rousseau,1985-04-30,1994-04-30,9999-01-01
57511,d001,Marketing,Senior Staff,1955-07-08,Weidon,Crabtree,1986-02-28,1991-02-28,9999-01-01
57513,d005,Development,Senior Engineer,1952-04-27,Zorica,Merli,1986-09-04,1999-02-26,9999-01-01
57524,d009,Customer Service,Senior Staff,1955-03-18,Masamitsu,Chartres,1985-09-20,1986-02-21,9999-01-01
57525,d007,Sales,Senior Staff,1952-02-29,Herbert,Dechter,1985-02-23,2000-10-23,9999-01-01
57531,d006,Quality Management,Senior Engineer,1954-08-25,Tonia,Tomescu,1988-09-18,1994-10-31,9999-01-01
57532,d009,Customer Service,Senior Engineer,1954-12-31,Yannis,Cochrane,1985-11-29,1990-11-29,9999-01-01
57535,d004,Production,Engineer,1954-03-25,Dante,Petereit,1988-07-16,1998-12-25,9999-01-01
57540,d005,Development,Engineer,1953-06-18,Shounak,Armand,1988-08-18,1998-06-12,9999-01-01
57544,d005,Development,Senior Engineer,1953-09-11,Gererd,Lammel,1986-04-11,1986-04-11,9999-01-01
57561,d002,Finance,Senior Staff,1955-10-06,Mototsugu,Munos,1986-09-30,1995-04-01,9999-01-01
57566,d005,Development,Engineer,1954-08-19,Masami,Barinka,1986-11-27,1996-02-20,9999-01-01
57596,d007,Sales,Senior Staff,1954-12-30,Shigehito,Schahn,1985-12-17,2001-07-15,9999-01-01
57603,d005,Development,Senior Engineer,1953-12-01,Arunas,Frezza,1988-03-26,1996-03-26,9999-01-01
57609,d005,Development,Technique Leader,1954-09-25,Greger,Casperson,1985-11-19,1996-03-15,9999-01-01
57612,d002,Finance,Senior Staff,1954-07-24,Raimond,Rousseau,1985-04-13,1988-06-21,9999-01-01
57616,d008,Research,Staff,1954-08-23,Akeno,Bergere,1987-12-12,1997-05-01,9999-01-01
57620,d006,Quality Management,Technique Leader,1954-11-05,Along,Kragelund,1986-04-18,1986-04-18,9999-01-01
57629,d007,Sales,Senior Staff,1953-03-16,Gretta,Vendrig,1988-01-05,1997-01-15,9999-01-01
57658,d003,Human Resources,Senior Staff,1955-03-07,Maja,Bahk,1985-05-02,1995-09-14,9999-01-01
57664,d005,Development,Senior Engineer,1953-03-24,Gladys,England,1985-09-18,1991-09-18,9999-01-01
57670,d005,Development,Senior Engineer,1954-07-04,Poornachandra,Perz,1988-04-21,1997-03-21,9999-01-01
57672,d004,Production,Engineer,1953-09-13,Stevo,Peltason,1985-09-06,1997-12-30,9999-01-01
